ride_id,rider_id,driver_id,requested_at,pickup_time,dropoff_time,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance_km,fare,surge_multiplier,status,cancellation_reason
11532,8376,527,2025-01-31 02:25:00,2025-01-31 02:25:00,2025-01-31 02:25:00,44.772705,-86.366489,46.565404,-81.132599,5.86,39.08,1.22,completed,
11533,9068,1538,2024-06-05 05:39:00,2024-06-05 05:39:00,2024-06-05 05:39:00,43.569187,-115.001066,44.957056,-81.947619,26.54,124.59,1.97,completed,
11534,3292,492,2024-05-01 04:04:00,2024-05-01 04:04:00,,44.262999,-79.736872,47.363266,-82.268702,20.90,42.82,1.52,cancelled,Rider cancelled
11535,7524,663,2025-10-09 06:18:00,2025-10-09 06:18:00,2025-10-09 06:18:00,47.108039,-78.172578,45.918411,-79.720439,9.87,130.63,1.55,completed,
11536,3767,232,2025-05-06 05:18:00,2025-05-06 05:18:00,2025-05-06 05:18:00,44.631630,-104.172594,48.461180,-82.152017,24.52,90.84,1.02,completed,
11537,3967,1749,2025-12-27 05:49:00,2025-12-27 05:49:00,2025-12-27 05:49:00,46.217878,-115.132343,48.055164,-96.457648,35.43,122.96,1.74,completed,
11538,4532,518,2025-12-20 19:30:00,2025-12-20 19:30:00,2025-12-20 19:30:00,48.778649,-114.194278,44.766812,-122.930302,20.15,80.55,2.50,completed,
11539,7466,1214,2024-10-18 07:44:00,2024-10-18 07:44:00,2024-10-18 07:44:00,44.822719,-108.014073,44.238209,-103.661652,10.69,49.16,1.80,completed,
11540,9120,290,2024-03-01 11:57:00,2024-03-01 11:57:00,2024-03-01 11:57:00,48.629976,-88.053667,46.138127,-102.645140,20.23,104.85,2.39,completed,
11541,4687,164,2025-10-05 12:20:00,2025-10-05 12:20:00,2025-10-05 12:20:00,44.277697,-94.627017,45.818757,-81.073433,17.26,128.18,1.78,completed,
11542,8890,2191,2024-05-31 04:35:00,2024-05-31 04:35:00,2024-05-31 04:35:00,44.249791,-73.638781,46.630184,-99.936569,22.92,96.23,1.06,completed,
11543,4364,21,2025-01-07 03:06:00,2025-01-07 03:06:00,2025-01-07 03:06:00,45.500303,-117.970655,46.480708,-115.288020,7.28,137.63,1.71,completed,
11544,7124,1413,2024-02-15 08:44:00,2024-02-15 08:44:00,2024-02-15 08:44:00,48.914269,-87.375454,47.144282,-106.211927,11.92,69.92,1.81,completed,
11545,5766,2347,2024-01-05 23:39:00,2024-01-05 23:39:00,2024-01-05 23:39:00,44.864842,-106.501803,44.672375,-104.747640,39.21,88.04,2.22,completed,
11546,8900,1889,2024-12-07 05:50:00,2024-12-07 05:50:00,2024-12-07 05:50:00,47.422688,-113.211938,46.516040,-81.261268,39.62,9.79,1.10,completed,
11547,4432,93,2024-03-15 08:32:00,2024-03-15 08:32:00,2024-03-15 08:32:00,47.810119,-87.555771,46.069157,-75.621504,14.72,127.56,2.38,completed,
11548,6875,1779,2025-10-09 05:47:00,2025-10-09 05:47:00,2025-10-09 05:47:00,49.157312,-106.102010,46.951464,-99.180959,8.52,50.84,1.00,completed,
11549,3269,2839,2025-05-19 18:18:00,2025-05-19 18:18:00,2025-05-19 18:18:00,49.024617,-108.803334,44.778991,-100.206004,28.42,142.64,1.13,completed,
11550,8683,2958,2025-09-16 16:17:00,2025-09-16 16:17:00,2025-09-16 16:17:00,47.027515,-92.298182,43.717832,-86.091460,35.02,123.36,2.29,completed,
11551,6195,170,2024-04-02 14:22:00,2024-04-02 14:22:00,2024-04-02 14:22:00,44.702209,-110.726300,46.916830,-81.128907,13.83,56.66,1.80,completed,
11552,8319,1758,2025-04-26 19:49:00,2025-04-26 19:49:00,2025-04-26 19:49:00,46.370715,-113.934304,44.704232,-120.249036,40.97,73.97,2.31,completed,
11553,9886,691,2025-02-05 01:10:00,2025-02-05 01:10:00,2025-02-05 01:10:00,46.097789,-89.408767,47.832198,-84.605746,24.15,86.26,1.97,completed,
11554,8059,1702,2024-05-12 01:44:00,2024-05-12 01:44:00,2024-05-12 01:44:00,44.043918,-112.430236,43.788927,-86.702522,32.15,139.31,1.66,completed,
11555,5170,1472,2024-12-08 04:34:00,2024-12-08 04:34:00,2024-12-08 04:34:00,47.731327,-97.818786,48.830170,-90.588855,6.56,117.31,1.01,completed,
11556,9310,2126,2024-10-25 09:31:00,2024-10-25 09:31:00,2024-10-25 09:31:00,47.458560,-94.440140,45.945534,-86.061602,13.77,23.52,1.50,completed,
11557,6223,2126,2025-07-29 19:57:00,2025-07-29 19:57:00,2025-07-29 19:57:00,46.629505,-115.737028,45.052906,-98.605996,21.90,72.91,1.42,completed,
11558,4158,491,2025-10-14 17:14:00,2025-10-14 17:14:00,2025-10-14 17:14:00,45.695569,-84.973863,44.176844,-94.470186,31.38,71.39,1.56,completed,
11559,5607,108,2025-07-16 21:29:00,2025-07-16 21:29:00,2025-07-16 21:29:00,45.431402,-80.188739,48.313808,-95.242934,40.03,39.05,1.99,completed,
11560,7794,453,2024-11-05 00:19:00,2024-11-05 00:19:00,2024-11-05 00:19:00,47.532086,-76.307463,46.309431,-123.188319,37.09,54.99,1.86,completed,
11561,5009,127,2025-11-04 11:44:00,2025-11-04 11:44:00,2025-11-04 11:44:00,43.872619,-102.804032,47.608638,-108.901271,31.61,106.47,1.72,completed,
11562,3024,2237,2024-06-29 02:01:00,2024-06-29 02:01:00,2024-06-29 02:01:00,47.315754,-106.825509,48.641120,-104.194309,39.50,83.73,2.19,completed,
11563,7137,362,2024-07-17 03:29:00,2024-07-17 03:29:00,2024-07-17 03:29:00,46.528036,-75.200218,47.254813,-80.141970,8.44,48.87,2.19,completed,
11564,5853,451,2024-09-20 14:07:00,2024-09-20 14:07:00,2024-09-20 14:07:00,47.592270,-111.861079,47.527011,-98.590083,17.44,15.79,1.86,completed,
11565,5948,2624,2025-05-02 11:21:00,,,45.579971,-103.527081,44.571198,-79.826622,14.87,23.06,1.72,requested,
11566,7791,552,2025-10-20 06:39:00,,,43.907969,-109.442695,47.172318,-120.717764,15.89,86.06,1.54,requested,
11567,3890,1938,2024-12-19 23:09:00,2024-12-19 23:09:00,2024-12-19 23:09:00,46.804300,-101.435807,43.690663,-105.787500,38.71,15.06,1.22,completed,
11568,8523,2612,2024-09-20 07:04:00,2024-09-20 07:04:00,,45.359150,-111.336544,48.457138,-114.494793,18.49,145.04,1.76,cancelled,Rider cancelled
11569,3758,1222,2024-04-25 15:19:00,2024-04-25 15:19:00,2024-04-25 15:19:00,45.274299,-86.997192,46.422523,-105.355652,28.94,34.40,2.43,completed,
11570,8028,586,2024-01-02 05:51:00,2024-01-02 05:51:00,2024-01-02 05:51:00,46.056915,-85.706858,44.630060,-89.110263,10.49,135.00,1.54,completed,
11571,6331,1367,2025-01-21 01:06:00,2025-01-21 01:06:00,2025-01-21 01:06:00,47.925792,-117.332876,47.662524,-91.507172,29.92,20.17,1.51,completed,
11572,3869,919,2024-04-01 13:36:00,2024-04-01 13:36:00,2024-04-01 13:36:00,48.142822,-73.786842,45.350496,-74.819578,2.98,110.73,1.64,completed,
11573,5314,2878,2024-06-16 14:36:00,2024-06-16 14:36:00,2024-06-16 14:36:00,45.785266,-120.685788,45.181249,-81.374176,29.42,48.16,1.39,completed,
11574,7884,2133,2025-06-27 12:35:00,2025-06-27 12:35:00,,47.511048,-107.795748,48.322270,-118.245647,23.42,27.24,2.49,cancelled,Rider cancelled
11575,7464,2771,2025-11-16 06:06:00,2025-11-16 06:06:00,2025-11-16 06:06:00,45.944725,-119.507898,45.982215,-103.583440,42.89,92.78,2.10,completed,
11576,4958,285,2024-08-22 01:28:00,2024-08-22 01:28:00,2024-08-22 01:28:00,46.723962,-120.137158,45.081753,-78.371138,25.76,52.59,2.02,completed,
11577,6011,2023,2025-11-19 18:50:00,2025-11-19 18:50:00,2025-11-19 18:50:00,43.965270,-102.030141,43.528290,-108.137172,44.88,135.07,1.01,completed,
11578,3824,1005,2024-12-28 07:39:00,2024-12-28 07:39:00,2024-12-28 07:39:00,47.937926,-79.176295,48.244483,-74.507173,31.74,130.55,1.06,completed,
11579,7309,1212,2024-06-17 09:50:00,2024-06-17 09:50:00,2024-06-17 09:50:00,46.750661,-96.899367,45.035920,-95.252885,30.24,149.87,1.72,completed,
11580,6563,1849,2024-11-06 09:10:00,2024-11-06 09:10:00,,48.003468,-105.939666,45.478943,-110.654806,14.75,81.90,2.42,cancelled,Rider cancelled
11581,3541,92,2024-10-29 01:08:00,,,46.599650,-107.971011,43.705968,-78.151615,43.05,147.41,2.36,requested,
11582,9261,166,2024-12-02 11:32:00,2024-12-02 11:32:00,2024-12-02 11:32:00,46.450710,-73.650251,45.747079,-119.350018,31.69,104.70,1.35,completed,
11583,3858,2925,2024-04-28 10:57:00,2024-04-28 10:57:00,,44.063846,-87.936008,45.251172,-88.084407,41.46,145.27,1.09,cancelled,Rider cancelled
11584,7222,2366,2024-02-07 15:56:00,2024-02-07 15:56:00,2024-02-07 15:56:00,44.356636,-83.526214,43.834805,-101.992426,43.12,129.98,1.54,completed,
11585,5194,908,2025-08-16 21:03:00,2025-08-16 21:03:00,2025-08-16 21:03:00,44.060911,-97.696657,46.271879,-86.326057,29.53,87.39,1.30,completed,
11586,7908,1720,2024-11-13 06:28:00,2024-11-13 06:28:00,2024-11-13 06:28:00,47.432395,-95.574412,46.994093,-91.516009,8.41,23.08,1.09,completed,
11587,7318,73,2025-12-14 15:01:00,2025-12-14 15:01:00,2025-12-14 15:01:00,46.926877,-78.605919,45.669798,-76.073078,27.19,23.41,1.06,completed,
11588,9434,2763,2025-06-22 23:33:00,2025-06-22 23:33:00,2025-06-22 23:33:00,43.711342,-106.887028,46.411146,-84.044196,31.72,19.36,2.03,completed,
11589,3820,1676,2024-04-05 16:02:00,2024-04-05 16:02:00,2024-04-05 16:02:00,45.728669,-105.762653,45.168587,-102.384707,4.25,79.83,1.34,completed,
11590,3500,2538,2024-09-25 03:15:00,,,44.527437,-116.759898,48.483555,-92.107278,29.57,81.42,1.21,requested,
11591,3283,1711,2024-08-30 03:05:00,2024-08-30 03:05:00,,45.654925,-99.362540,47.051842,-82.991049,17.37,99.66,1.38,cancelled,Rider cancelled
11592,5075,1041,2025-05-03 14:03:00,2025-05-03 14:03:00,2025-05-03 14:03:00,46.000974,-119.890786,46.477935,-113.109443,43.90,54.21,1.14,completed,
11593,3382,549,2024-01-07 14:13:00,2024-01-07 14:13:00,2024-01-07 14:13:00,45.925720,-75.424754,44.273730,-80.549340,23.07,81.82,1.17,completed,
11594,9959,1149,2025-07-14 22:02:00,2025-07-14 22:02:00,2025-07-14 22:02:00,45.064455,-99.146409,45.570010,-106.806196,22.20,66.36,1.55,completed,
11595,4283,885,2025-04-06 04:34:00,2025-04-06 04:34:00,2025-04-06 04:34:00,43.592489,-107.769016,46.804521,-94.246694,28.29,104.68,1.20,completed,
11596,4503,1786,2024-08-05 07:44:00,2024-08-05 07:44:00,,46.121625,-99.225051,43.752081,-110.745538,1.40,66.05,1.56,cancelled,Rider cancelled
11597,3430,661,2024-06-05 11:51:00,2024-06-05 11:51:00,2024-06-05 11:51:00,45.103531,-74.262439,48.442471,-91.266088,36.31,136.54,2.48,completed,
11598,9561,687,2025-07-22 19:40:00,2025-07-22 19:40:00,2025-07-22 19:40:00,45.123755,-120.031720,47.477701,-101.275805,31.57,98.34,2.24,completed,
11599,8887,2287,2024-01-12 03:47:00,2024-01-12 03:47:00,2024-01-12 03:47:00,43.567760,-118.025225,43.658898,-120.076746,6.27,79.30,2.20,completed,
11600,6733,1731,2025-06-30 21:12:00,2025-06-30 21:12:00,2025-06-30 21:12:00,47.358788,-100.137588,43.895232,-80.690098,2.23,135.74,2.13,completed,
11601,3168,2728,2024-07-19 12:17:00,2024-07-19 12:17:00,,47.894570,-95.726581,46.734515,-88.195204,43.98,115.37,1.12,cancelled,Rider cancelled
11602,5456,751,2025-11-16 23:51:00,2025-11-16 23:51:00,2025-11-16 23:51:00,47.348809,-106.551166,43.737932,-74.446774,29.91,46.47,1.68,completed,
11603,4791,2914,2024-07-22 17:35:00,2024-07-22 17:35:00,2024-07-22 17:35:00,48.246815,-104.083665,48.459219,-122.627543,30.55,46.39,1.12,completed,
11604,7129,284,2025-08-30 15:45:00,2025-08-30 15:45:00,2025-08-30 15:45:00,45.035912,-98.686876,48.734459,-89.948170,24.84,125.46,1.30,completed,
11605,5771,798,2024-10-20 09:41:00,2024-10-20 09:41:00,2024-10-20 09:41:00,46.328302,-88.156955,48.121280,-101.724489,12.25,146.91,1.55,completed,
11606,5916,467,2024-06-29 00:59:00,2024-06-29 00:59:00,,47.478870,-122.336667,45.201249,-83.129639,44.82,125.11,2.44,cancelled,Rider cancelled
11607,7135,1324,2025-09-03 01:10:00,2025-09-03 01:10:00,2025-09-03 01:10:00,49.113907,-100.997500,48.317925,-103.653806,28.93,147.66,1.23,completed,
11608,4395,1476,2024-11-23 07:52:00,2024-11-23 07:52:00,2024-11-23 07:52:00,48.958995,-79.125627,49.150255,-89.428412,30.63,74.66,2.14,completed,
11609,6427,809,2024-12-13 11:37:00,2024-12-13 11:37:00,2024-12-13 11:37:00,47.309248,-103.709361,47.468418,-115.454518,14.74,103.34,1.56,completed,
11610,9289,891,2025-08-13 02:57:00,2025-08-13 02:57:00,,46.991003,-95.253843,47.842537,-85.011767,36.31,53.23,1.50,cancelled,Rider cancelled
11611,5417,1467,2024-12-16 03:17:00,2024-12-16 03:17:00,2024-12-16 03:17:00,48.414931,-81.431726,47.117228,-97.192769,16.62,54.14,1.97,completed,
11612,5677,1353,2024-01-31 01:13:00,2024-01-31 01:13:00,2024-01-31 01:13:00,46.678507,-90.147621,46.550841,-115.416970,1.30,110.97,2.23,completed,
11613,5755,1194,2025-12-07 05:07:00,2025-12-07 05:07:00,2025-12-07 05:07:00,45.987464,-107.959119,46.041920,-90.039154,23.27,137.34,2.00,completed,
11614,9756,816,2025-03-30 04:17:00,2025-03-30 04:17:00,2025-03-30 04:17:00,48.680807,-84.498259,44.609658,-88.145749,38.61,95.10,2.11,completed,
11615,5191,1190,2025-04-02 06:40:00,2025-04-02 06:40:00,2025-04-02 06:40:00,47.128138,-100.317349,47.574765,-73.715764,14.69,24.26,2.32,completed,
11616,3781,1598,2024-02-03 23:39:00,2024-02-03 23:39:00,2024-02-03 23:39:00,43.738272,-116.135288,48.547360,-80.707093,29.21,119.11,1.22,completed,
11617,8326,1198,2024-06-21 13:11:00,2024-06-21 13:11:00,2024-06-21 13:11:00,43.551084,-98.619021,47.569861,-94.187681,36.88,128.35,1.25,completed,
11618,7624,2529,2024-09-19 21:40:00,2024-09-19 21:40:00,2024-09-19 21:40:00,48.443157,-77.524386,44.957707,-88.839728,1.69,86.42,1.58,completed,
11619,4819,2748,2024-01-19 06:29:00,2024-01-19 06:29:00,2024-01-19 06:29:00,48.659763,-74.813399,43.725934,-93.453232,4.62,47.06,1.31,completed,
11620,6031,445,2025-05-07 05:04:00,2025-05-07 05:04:00,2025-05-07 05:04:00,45.389260,-105.212480,47.429810,-79.423564,23.21,86.56,1.41,completed,
11621,4553,1508,2025-07-22 13:48:00,,,45.320118,-76.466339,48.589401,-120.027289,12.32,70.39,2.16,requested,
11622,4074,1146,2024-09-18 21:07:00,2024-09-18 21:07:00,2024-09-18 21:07:00,48.043343,-111.505728,44.585104,-80.169154,36.37,34.66,2.26,completed,
11623,9081,602,2025-01-28 12:06:00,2025-01-28 12:06:00,2025-01-28 12:06:00,47.107363,-108.870636,45.323241,-87.014844,37.16,137.39,1.73,completed,
11624,4000,2613,2025-09-17 15:27:00,2025-09-17 15:27:00,2025-09-17 15:27:00,45.784101,-78.740120,47.843075,-103.001936,38.92,136.84,2.00,completed,
11625,6350,1610,2024-09-10 01:49:00,2024-09-10 01:49:00,2024-09-10 01:49:00,45.149918,-91.015019,44.106781,-107.336287,10.83,101.70,1.67,completed,
11626,3882,1691,2024-10-22 23:59:00,2024-10-22 23:59:00,2024-10-22 23:59:00,47.094398,-120.863513,43.597303,-117.286268,42.90,24.82,2.13,completed,
11627,3962,1833,2025-03-28 05:14:00,2025-03-28 05:14:00,2025-03-28 05:14:00,48.333251,-119.032544,44.063966,-93.194816,29.18,16.50,2.39,completed,
11628,5870,523,2024-07-25 11:27:00,,,48.155091,-99.359727,47.530924,-113.377735,12.71,12.26,1.05,requested,
11629,9251,1674,2025-02-11 04:46:00,,,44.117776,-120.699461,44.028404,-103.277663,4.92,53.99,2.02,requested,
11630,9262,926,2024-06-12 01:10:00,2024-06-12 01:10:00,2024-06-12 01:10:00,44.832426,-85.356210,48.680545,-85.265175,20.45,17.38,1.79,completed,
11631,6173,2050,2025-06-11 03:23:00,,,44.055890,-120.158865,45.401255,-74.865457,12.95,135.73,1.11,requested,
11632,6984,2879,2024-05-09 03:15:00,2024-05-09 03:15:00,2024-05-09 03:15:00,44.052501,-103.491331,47.256750,-103.127734,7.74,122.16,1.48,completed,
11633,7446,1521,2025-03-08 20:46:00,2025-03-08 20:46:00,2025-03-08 20:46:00,47.625580,-98.293240,44.255501,-118.849850,24.61,45.85,2.39,completed,
11634,4435,1972,2024-02-27 00:42:00,2024-02-27 00:42:00,2024-02-27 00:42:00,44.384083,-101.886471,44.100558,-107.814352,42.32,145.75,1.52,completed,
11635,3665,1723,2025-03-19 17:47:00,2025-03-19 17:47:00,2025-03-19 17:47:00,43.974241,-89.526009,48.510051,-108.538785,29.66,59.20,1.56,completed,
11636,3594,2041,2025-10-20 07:14:00,2025-10-20 07:14:00,2025-10-20 07:14:00,46.530151,-96.272072,43.731966,-89.842660,15.70,15.13,2.21,completed,
11637,5054,86,2024-09-25 11:29:00,2024-09-25 11:29:00,2024-09-25 11:29:00,45.606667,-122.659420,46.196106,-105.702689,20.09,147.03,2.46,completed,
11638,8740,1576,2025-10-15 17:51:00,2025-10-15 17:51:00,,46.589176,-79.590332,48.681955,-97.809475,43.44,120.90,2.20,cancelled,Rider cancelled
11639,5054,2237,2025-04-27 16:10:00,2025-04-27 16:10:00,2025-04-27 16:10:00,46.985266,-101.192807,48.502924,-100.518459,15.56,114.27,2.03,completed,
11640,3316,1673,2024-07-15 09:07:00,2024-07-15 09:07:00,2024-07-15 09:07:00,43.531245,-111.444093,45.782618,-79.343291,5.05,25.19,2.27,completed,
11641,8325,1880,2024-08-10 10:18:00,2024-08-10 10:18:00,2024-08-10 10:18:00,48.177654,-97.844503,45.976749,-87.573933,17.35,54.24,2.38,completed,
11642,9701,979,2024-06-30 14:22:00,2024-06-30 14:22:00,2024-06-30 14:22:00,47.946734,-117.495255,45.473486,-119.982750,18.37,106.90,1.92,completed,
11643,6289,1027,2024-12-27 05:51:00,,,47.894294,-116.390124,44.342939,-95.261696,17.14,149.72,1.30,requested,
11644,3617,166,2025-02-22 04:03:00,2025-02-22 04:03:00,,45.510145,-115.505382,45.633326,-88.264270,17.09,146.24,2.50,cancelled,Rider cancelled
11645,5836,1569,2024-07-12 09:18:00,,,46.883855,-98.085598,47.097418,-111.344335,5.36,66.11,1.32,requested,
11646,9682,2707,2025-06-01 21:59:00,2025-06-01 21:59:00,,47.652669,-101.512605,44.262621,-109.043046,14.99,36.73,2.27,cancelled,Rider cancelled
11647,3385,2694,2025-06-10 01:47:00,2025-06-10 01:47:00,2025-06-10 01:47:00,46.915885,-99.567028,46.597394,-81.842821,28.77,26.84,2.10,completed,
11648,7198,753,2025-06-08 13:26:00,2025-06-08 13:26:00,2025-06-08 13:26:00,46.330863,-98.722181,44.634736,-104.872895,5.42,108.62,2.16,completed,
11649,3507,1773,2024-06-24 19:42:00,2024-06-24 19:42:00,2024-06-24 19:42:00,48.999859,-74.678892,46.393331,-99.256663,20.66,8.51,1.74,completed,
11650,9733,557,2024-11-10 12:14:00,2024-11-10 12:14:00,2024-11-10 12:14:00,48.758555,-85.744139,44.789013,-74.145089,1.60,56.53,1.43,completed,
11651,9802,2932,2024-08-01 07:10:00,2024-08-01 07:10:00,2024-08-01 07:10:00,45.051306,-106.380910,46.259558,-86.197850,34.87,24.67,1.41,completed,
11652,9517,2449,2025-11-12 01:33:00,2025-11-12 01:33:00,2025-11-12 01:33:00,44.328945,-89.638504,49.142185,-78.971114,6.35,51.96,2.44,completed,
11653,4423,2502,2024-06-28 22:57:00,2024-06-28 22:57:00,2024-06-28 22:57:00,44.753731,-82.664042,49.012084,-89.587239,42.08,43.78,1.61,completed,
11654,7298,2856,2024-11-20 11:55:00,2024-11-20 11:55:00,2024-11-20 11:55:00,48.071282,-74.940672,45.657525,-105.984648,39.46,92.25,1.53,completed,
11655,3678,1223,2025-04-09 23:08:00,2025-04-09 23:08:00,,48.428508,-112.660401,43.891651,-105.732471,10.86,101.88,2.49,cancelled,Rider cancelled
11656,6368,2842,2024-09-27 09:26:00,2024-09-27 09:26:00,2024-09-27 09:26:00,47.725234,-95.383351,49.115308,-95.973062,11.20,78.46,2.14,completed,
11657,6492,2482,2024-09-11 06:32:00,2024-09-11 06:32:00,2024-09-11 06:32:00,46.828232,-99.704097,47.997911,-121.952870,28.24,92.83,1.70,completed,
11658,7952,1464,2025-07-26 15:36:00,,,48.004651,-119.444777,45.608438,-77.284519,41.71,144.90,2.29,requested,
11659,9144,2180,2024-08-25 12:16:00,2024-08-25 12:16:00,2024-08-25 12:16:00,45.622305,-85.340992,44.799004,-91.176548,10.73,89.43,2.03,completed,
11660,9494,1487,2025-06-01 08:26:00,2025-06-01 08:26:00,2025-06-01 08:26:00,43.749639,-115.805333,47.175997,-79.943642,1.57,13.10,1.30,completed,
11661,4894,2169,2025-09-27 18:53:00,2025-09-27 18:53:00,,46.514757,-77.458770,49.141679,-110.095101,36.12,72.63,1.40,cancelled,Rider cancelled
11662,6940,2694,2025-10-04 13:55:00,2025-10-04 13:55:00,2025-10-04 13:55:00,44.044055,-75.282536,44.797964,-82.807524,22.38,48.44,2.43,completed,
11663,7442,329,2025-06-20 08:06:00,2025-06-20 08:06:00,2025-06-20 08:06:00,43.748841,-119.504487,44.350575,-98.100874,32.30,131.23,2.39,completed,
11664,7155,736,2024-01-10 14:30:00,2024-01-10 14:30:00,2024-01-10 14:30:00,46.361242,-98.983159,47.445684,-87.452523,18.01,27.05,1.19,completed,
11665,7658,1033,2024-03-27 01:36:00,2024-03-27 01:36:00,2024-03-27 01:36:00,48.265650,-107.246850,46.540133,-94.214316,20.82,15.12,2.47,completed,
11666,3726,1703,2025-01-24 17:03:00,2025-01-24 17:03:00,2025-01-24 17:03:00,46.761110,-122.136068,46.784290,-102.293091,11.28,111.64,2.22,completed,
11667,9460,1028,2025-02-24 09:29:00,2025-02-24 09:29:00,2025-02-24 09:29:00,47.833780,-84.011651,47.602944,-113.782623,40.03,139.48,1.04,completed,
11668,7167,2145,2025-03-28 02:10:00,2025-03-28 02:10:00,,46.075555,-78.988006,47.744315,-107.564542,12.78,96.98,2.02,cancelled,Rider cancelled
11669,6730,1098,2025-08-08 13:24:00,2025-08-08 13:24:00,2025-08-08 13:24:00,44.722232,-111.639318,46.416625,-98.331997,28.60,87.57,1.20,completed,
11670,3107,2279,2025-10-10 22:31:00,2025-10-10 22:31:00,2025-10-10 22:31:00,48.434192,-96.274684,47.986735,-95.482353,30.85,123.45,1.58,completed,
11671,9289,2948,2024-08-23 12:22:00,2024-08-23 12:22:00,2024-08-23 12:22:00,45.582346,-97.291621,46.280487,-77.385905,6.72,103.97,1.06,completed,
11672,3264,1859,2024-04-27 18:16:00,2024-04-27 18:16:00,2024-04-27 18:16:00,44.821510,-99.679910,46.726932,-108.672247,35.80,105.69,2.18,completed,
11673,8795,103,2025-06-25 20:03:00,2025-06-25 20:03:00,2025-06-25 20:03:00,45.485852,-103.503099,49.011464,-108.058701,16.25,10.23,1.58,completed,
11674,4846,2668,2025-12-22 00:32:00,,,47.305796,-91.217230,48.075930,-80.855259,13.49,16.19,1.71,requested,
11675,9318,2664,2025-12-28 22:55:00,2025-12-28 22:55:00,2025-12-28 22:55:00,43.710808,-77.960465,46.050759,-106.013343,12.63,129.95,2.08,completed,
11676,8899,521,2024-05-07 10:25:00,,,48.434614,-76.491473,47.774116,-75.939528,41.70,110.27,2.41,requested,
11677,4857,712,2025-06-15 18:03:00,,,47.982198,-81.296099,48.783131,-108.279335,27.95,114.55,2.32,requested,
11678,4083,2495,2024-07-12 16:58:00,2024-07-12 16:58:00,2024-07-12 16:58:00,48.536270,-75.510195,47.118638,-108.490391,34.43,23.38,1.87,completed,
11679,8454,2960,2025-10-18 19:21:00,2025-10-18 19:21:00,2025-10-18 19:21:00,46.165933,-86.869272,47.233709,-93.378557,21.57,149.54,1.69,completed,
11680,9877,1744,2025-08-04 13:12:00,2025-08-04 13:12:00,2025-08-04 13:12:00,44.992314,-84.699540,47.884845,-119.957973,1.99,25.19,1.23,completed,
11681,6900,1924,2025-11-28 11:57:00,2025-11-28 11:57:00,2025-11-28 11:57:00,44.790593,-121.942594,48.310771,-98.606326,29.34,15.85,1.15,completed,
11682,6634,693,2025-10-03 14:16:00,2025-10-03 14:16:00,,45.969035,-86.559603,48.206191,-107.785519,18.98,81.00,1.59,cancelled,Rider cancelled
11683,5844,1171,2025-01-14 06:31:00,2025-01-14 06:31:00,2025-01-14 06:31:00,45.572844,-75.309436,45.941582,-83.743596,23.39,17.61,1.55,completed,
11684,9747,2162,2024-12-08 21:15:00,2024-12-08 21:15:00,2024-12-08 21:15:00,46.857843,-100.100885,44.185732,-103.157908,25.31,42.28,1.19,completed,
11685,6298,1693,2024-02-20 18:47:00,2024-02-20 18:47:00,2024-02-20 18:47:00,44.845692,-99.021515,47.165121,-117.013015,21.40,106.76,2.15,completed,
11686,9131,116,2024-01-05 07:34:00,2024-01-05 07:34:00,2024-01-05 07:34:00,46.781503,-73.915575,46.010707,-87.382571,17.18,136.79,2.32,completed,
11687,5670,2636,2024-07-24 20:09:00,2024-07-24 20:09:00,,44.417049,-88.434692,47.120434,-122.343003,17.02,46.19,1.23,cancelled,Rider cancelled
11688,7185,2645,2024-01-02 02:55:00,2024-01-02 02:55:00,2024-01-02 02:55:00,47.485021,-111.627671,47.221755,-117.813822,21.61,53.68,2.14,completed,
11689,9414,861,2025-09-10 16:34:00,2025-09-10 16:34:00,2025-09-10 16:34:00,46.330679,-100.909095,43.958808,-74.888526,3.45,148.42,2.42,completed,
11690,3316,2862,2024-01-21 09:48:00,2024-01-21 09:48:00,2024-01-21 09:48:00,48.141601,-104.277018,47.753289,-108.192234,32.30,16.11,1.14,completed,
11691,6919,1320,2024-09-28 10:22:00,2024-09-28 10:22:00,,47.659501,-74.263932,45.345580,-97.574235,41.78,90.26,1.90,cancelled,Rider cancelled
11692,9707,494,2025-10-08 14:59:00,2025-10-08 14:59:00,2025-10-08 14:59:00,47.018985,-117.255004,48.285693,-89.380647,22.80,28.18,1.09,completed,
11693,7161,2922,2025-04-17 01:17:00,2025-04-17 01:17:00,2025-04-17 01:17:00,47.274245,-84.387859,47.866532,-109.970239,30.92,51.45,1.29,completed,
11694,7825,1222,2024-07-05 03:18:00,,,44.721439,-103.466962,46.979994,-91.317577,27.18,34.92,2.16,requested,
11695,4492,585,2024-05-01 08:01:00,2024-05-01 08:01:00,2024-05-01 08:01:00,47.941410,-81.443906,48.808239,-101.618698,30.38,18.84,1.69,completed,
11696,9118,1809,2025-02-02 20:14:00,2025-02-02 20:14:00,2025-02-02 20:14:00,49.057567,-93.130128,46.852899,-100.631429,1.24,84.54,2.28,completed,
11697,5200,540,2024-05-11 12:41:00,2024-05-11 12:41:00,2024-05-11 12:41:00,44.417666,-81.546805,49.017984,-109.426331,12.81,86.08,2.05,completed,
11698,8686,2115,2024-08-10 04:31:00,,,47.249714,-94.724836,48.591704,-96.974338,13.96,141.62,2.01,requested,
